id,department_code,department_name,district_code,district_name,grievance_category,days_to_resolve,officer_response_count,escalation_level,lapse_type,lapse_type_id,confidence
884,REVENUE,Revenue (CCLA),KDP,Kadapa,land_mutation,12,1,GRA,Wrong/Blank/Not related comments,3,0.91
885,SOC_WELF,Social Welfare,KNR,Konaseema,welfare_scheme,9,1,GRA,GRA did not speak to citizen directly,1,0.86
886,RNB,"Transport, Roads And Buildings",NAG,Sri Potti Sriramulu Nellore,bus_service,1,1,Mandal,No action letter issued,11,0.87
887,REVENUE,Revenue (CCLA),SKM,Srikakulam,land_mutation,24,4,Tahsildar,GRA did not speak to citizen directly,1,0.93
888,PNCHRAJ,Panchayat Raj And Rural Development,KKN,Kakinada,village_development,19,3,RDO,Beneficiary not contacted,13,0.91
889,MUNI,Municipal Administration And Urban Development,PLN,Palnadu,street_lights,13,1,Tahsildar,GRA did not speak to citizen directly,1,0.88
890,REVENUE,Revenue (CCLA),KNR,Konaseema,land_records,20,2,Tahsildar,Action not taken as per rules,7,0.92
891,REVENUE,Revenue (CCLA),KNL,Kurnool,tax_assessment,8,1,Collector,GRA did not speak to citizen directly,1,0.94
892,WATER,Water Resources,PVT,Parvathipuram Manyam,tank_maintenance,8,1,Mandal,GRA did not speak to citizen directly,1,0.93
893,AGRI,Agriculture And Co-operation,NAG,Sri Potti Sriramulu Nellore,fertilizer_issue,16,1,RDO,Premature closure,6,0.87
894,AGRI,Agriculture And Co-operation,ANT,Anantapur,irrigation_problem,15,2,Mandal,GRA did not speak to citizen directly,1,0.93
895,HOME,Home (Police),ANA,Anakapalli,traffic_issue,1,1,GRA,GRA did not speak to citizen directly,1,0.94
896,SOC_WELF,Social Welfare,NTR,NTR District,pension_delay,13,1,Tahsildar,Premature closure,6,0.91
897,REVENUE,Revenue (CCLA),EG,East Godavari,land_records,7,1,Collector,GRA did not speak to citizen directly,1,0.94
898,WATER,Water Resources,ANM,Annamaya,flood_control,7,1,Mandal,Closed without required documents,4,0.93
899,HOUSING,Housing,STY,Sri Satya Sai,house_site,14,1,GRA,No action letter issued,11,0.93
900,REVENUE,Revenue (CCLA),KDP,Kadapa,property_dispute,24,2,Collector,Wrong/Blank/Not related comments,3,0.93
901,SOC_WELF,Social Welfare,KDP,Kadapa,pension_delay,9,1,Mandal,Wrong/Blank/Not related comments,3,0.95
902,PNCHRAJ,Panchayat Raj And Rural Development,GNT,Guntur,community_hall,5,1,GRA,Closed without required documents,4,0.86
903,SOC_WELF,Social Welfare,STY,Sri Satya Sai,scholarship_issue,9,1,Mandal,GRA did not speak to citizen directly,1,0.93
904,REVENUE,Revenue (CCLA),VZG,Vizianagaram,land_records,27,2,Collector,Inadequate action taken,8,0.89
905,REVENUE,Revenue (CCLA),WG,West Godavari,land_mutation,8,1,Mandal,Wrong/Blank/Not related comments,3,0.95
906,REVENUE,Revenue (CCLA),VSP,Visakhapatnam,land_records,5,1,GRA,Closed without required documents,4,0.95
907,BC_WELF,Backward Classes Welfare,TPT,Tirupati,reservation_issue,1,1,Mandal,No action letter issued,11,0.91
908,REVENUE,Revenue (CCLA),NAG,Sri Potti Sriramulu Nellore,revenue_certificate,18,2,Mandal,Action not taken as per rules,7,0.92
909,SOC_WELF,Social Welfare,CHT,Chittoor,welfare_scheme,5,1,Mandal,Wrong/Blank/Not related comments,3,0.89
910,REVENUE,Revenue (CCLA),KNL,Kurnool,land_mutation,5,1,GRA,GRA did not speak to citizen directly,1,0.9
911,MUNI,Municipal Administration And Urban Development,CHT,Chittoor,water_supply,38,11,Collector,Not visited site / No field verification,2,0.87
912,REVENUE,Revenue (CCLA),TPT,Tirupati,encroachment,46,15,Collector,Not visited site / No field verification,2,0.86
913,REVENUE,Revenue (CCLA),PKM,Prakasam,revenue_certificate,10,1,GRA,Wrong/Blank/Not related comments,3,0.89
914,MUNI,Municipal Administration And Urban Development,GNT,Guntur,street_lights,13,1,Tahsildar,GRA did not speak to citizen directly,1,0.91
915,HEALTH,"Health, Medical And Family Welfare",KNR,Konaseema,ambulance_service,12,1,Tahsildar,Inadequate action taken,8,0.93
916,PNCHRAJ,Panchayat Raj And Rural Development,PLN,Palnadu,community_hall,6,1,GRA,Wrong/Blank/Not related comments,3,0.9
917,REVENUE,Revenue (CCLA),STY,Sri Satya Sai,revenue_certificate,57,12,Tahsildar,Not visited site / No field verification,2,0.86
918,HEALTH,"Health, Medical And Family Welfare",ANA,Anakapalli,medicine_shortage,5,1,Mandal,Wrong/Blank/Not related comments,3,0.91
919,PNCHRAJ,Panchayat Raj And Rural Development,KRS,Krishna,village_development,25,4,RDO,Not visited site / No field verification,2,0.92
920,SOC_WELF,Social Welfare,NTR,NTR District,pension_delay,3,1,GRA,GRA did not speak to citizen directly,1,0.94
921,REVENUE,Revenue (CCLA),CHT,Chittoor,land_records,43,1,Tahsildar,Not visited site / No field verification,2,0.91
922,SOC_WELF,Social Welfare,KDP,Kadapa,disability_certificate,56,12,RDO,Not visited site / No field verification,2,0.88
923,SOC_WELF,Social Welfare,TPT,Tirupati,pension_delay,9,1,GRA,GRA did not speak to citizen directly,1,0.87
924,ENERGY,Energy,ANA,Anakapalli,power_outage,2,1,GRA,GRA did not speak to citizen directly,1,0.9
925,REVENUE,Revenue (CCLA),ARL,Alluri Sitharama Raju,revenue_certificate,1,1,Tahsildar,Closed without required documents,4,0.86
926,AGRI,Agriculture And Co-operation,STY,Sri Satya Sai,irrigation_problem,19,2,Mandal,Closed without required documents,4,0.93
927,AGRI,Agriculture And Co-operation,VZG,Vizianagaram,irrigation_problem,4,1,Mandal,GRA did not speak to citizen directly,1,0.94
928,PNCHRAJ,Panchayat Raj And Rural Development,KNR,Konaseema,village_roads,9,1,RDO,Premature closure,6,0.92
929,MUNI,Municipal Administration And Urban Development,KDP,Kadapa,building_permission,54,16,Collector,Not visited site / No field verification,2,0.93
930,HOUSING,Housing,ANM,Annamaya,housing_scheme,10,1,Tahsildar,Closed without required documents,4,0.94
931,REVENUE,Revenue (CCLA),GNT,Guntur,revenue_certificate,12,1,Mandal,Closed without required documents,4,0.86
932,MUNI,Municipal Administration And Urban Development,NLR,Nellore,street_lights,1,1,GRA,Not visited site / No field verification,2,0.89
933,SOC_WELF,Social Welfare,ANM,Annamaya,disability_certificate,30,8,RDO,GRA did not speak to citizen directly,1,0.86
934,REVENUE,Revenue (CCLA),ANT,Anantapur,property_dispute,7,1,Mandal,GRA did not speak to citizen directly,1,0.87
935,PNCHRAJ,Panchayat Raj And Rural Development,KNL,Kurnool,drinking_water,22,4,Tahsildar,GRA did not speak to citizen directly,1,0.89
936,ENERGY,Energy,KDP,Kadapa,power_outage,12,1,Mandal,GRA did not speak to citizen directly,1,0.9
937,MUNI,Municipal Administration And Urban Development,KDP,Kadapa,garbage_collection,4,1,GRA,GRA did not speak to citizen directly,1,0.85
938,AGRI,Agriculture And Co-operation,GNT,Guntur,fertilizer_issue,8,1,RDO,Wrong/Blank/Not related comments,3,0.91
939,ENERGY,Energy,KNL,Kurnool,transformer_problem,69,19,Collector,Not visited site / No field verification,2,0.93
940,REVENUE,Revenue (CCLA),BAP,Bapatla,property_dispute,3,1,GRA,Closed without required documents,4,0.85
941,ENERGY,Energy,KKN,Kakinada,billing_dispute,13,1,Mandal,Wrong/Blank/Not related comments,3,0.88
942,REVENUE,Revenue (CCLA),PLN,Palnadu,land_records,15,1,Tahsildar,Beneficiary not contacted,13,0.85
943,PNCHRAJ,Panchayat Raj And Rural Development,ELR,Eluru,village_roads,8,1,GRA,GRA did not speak to citizen directly,1,0.92
944,WOMEN,"Women, Children, Disabled And Senior Citizens",VZG,Vizianagaram,child_welfare,18,2,Collector,Wrong/Blank/Not related comments,3,0.94
945,AGRI,Agriculture And Co-operation,STY,Sri Satya Sai,irrigation_problem,8,1,GRA,GRA did not speak to citizen directly,1,0.9
946,MUNI,Municipal Administration And Urban Development,GNT,Guntur,building_permission,21,2,Mandal,GRA did not speak to citizen directly,1,0.94
947,AGRI,Agriculture And Co-operation,VZG,Vizianagaram,crop_insurance,35,4,Collector,Inordinate delay,9,0.86
948,HEALTH,"Health, Medical And Family Welfare",KNR,Konaseema,hospital_service,23,1,Tahsildar,Wrong/Blank/Not related comments,3,0.92
949,SOC_WELF,Social Welfare,SKM,Srikakulam,welfare_scheme,18,2,Mandal,GRA did not speak to citizen directly,1,0.86
950,SOC_WELF,Social Welfare,CHT,Chittoor,scholarship_issue,11,1,RDO,GRA did not speak to citizen directly,1,0.89
951,REVENUE,Revenue (CCLA),KKN,Kakinada,tax_assessment,10,1,Mandal,GRA did not speak to citizen directly,1,0.85
952,SOC_WELF,Social Welfare,PVT,Parvathipuram Manyam,welfare_scheme,16,3,Tahsildar,GRA did not speak to citizen directly,1,0.91
953,SOC_WELF,Social Welfare,BAP,Bapatla,pension_delay,1,1,GRA,Wrong/Blank/Not related comments,3,0.91
954,PNCHRAJ,Panchayat Raj And Rural Development,WG,West Godavari,sanitation,70,12,CM,Inordinate delay,9,0.93
955,REVENUE,Revenue (CCLA),PLN,Palnadu,land_mutation,8,1,Collector,No action letter issued,11,0.85
956,SOC_WELF,Social Welfare,PLN,Palnadu,pension_not_received,5,1,GRA,Premature closure,6,0.92
957,SOC_WELF,Social Welfare,PKM,Prakasam,welfare_scheme,16,2,Collector,Closed without required documents,4,0.88
958,SOC_WELF,Social Welfare,NLR,Nellore,pension_not_received,20,1,CM,Action not taken as per rules,7,0.95
959,RNB,"Transport, Roads And Buildings",CHT,Chittoor,bridge_repair,70,17,RDO,Not visited site / No field verification,2,0.9
960,ENERGY,Energy,ELR,Eluru,billing_dispute,12,1,Mandal,Inadequate action taken,8,0.93
961,ENERGY,Energy,ANM,Annamaya,meter_issue,13,1,RDO,Incorrect routing,10,0.86
962,SOC_WELF,Social Welfare,KDP,Kadapa,pension_not_received,18,2,Collector,No action letter issued,11,0.86
963,REVENUE,Revenue (CCLA),TPT,Tirupati,land_records,5,1,Mandal,GRA did not speak to citizen directly,1,0.88
964,SOC_WELF,Social Welfare,KDP,Kadapa,welfare_scheme,13,1,GRA,Closed without required documents,4,0.9
965,SOC_WELF,Social Welfare,VZG,Vizianagaram,welfare_scheme,1,1,GRA,Wrong/Blank/Not related comments,3,0.9
966,MUNI,Municipal Administration And Urban Development,KDP,Kadapa,water_supply,9,1,GRA,GRA did not speak to citizen directly,1,0.94
967,REVENUE,Revenue (CCLA),ANM,Annamaya,revenue_certificate,1,1,Mandal,GRA did not speak to citizen directly,1,0.86
968,REVENUE,Revenue (CCLA),VZG,Vizianagaram,encroachment,12,1,RDO,Incorrect routing,10,0.86
969,SOC_WELF,Social Welfare,KKN,Kakinada,disability_certificate,21,2,Mandal,GRA did not speak to citizen directly,1,0.86
970,MUNI,Municipal Administration And Urban Development,BAP,Bapatla,water_supply,13,1,GRA,GRA did not speak to citizen directly,1,0.93
971,REVENUE,Revenue (CCLA),PLN,Palnadu,land_records,22,3,RDO,Wrong/Blank/Not related comments,3,0.91
972,REVENUE,Revenue (CCLA),KNL,Kurnool,land_records,24,5,RDO,GRA did not speak to citizen directly,1,0.87
973,REVENUE,Revenue (CCLA),EG,East Godavari,tax_assessment,7,1,Mandal,GRA did not speak to citizen directly,1,0.93
974,SOC_WELF,Social Welfare,SKM,Srikakulam,pension_delay,47,10,Collector,No proper enquiry conducted,5,0.86
975,REVENUE,Revenue (CCLA),CHT,Chittoor,tax_assessment,45,10,HOD,Not visited site / No field verification,2,0.87
976,HEALTH,"Health, Medical And Family Welfare",NAG,Sri Potti Sriramulu Nellore,medicine_shortage,33,4,Tahsildar,Not visited site / No field verification,2,0.87
977,REVENUE,Revenue (CCLA),KDP,Kadapa,land_mutation,63,20,Collector,No proper enquiry conducted,5,0.94
978,REVENUE,Revenue (CCLA),EG,East Godavari,revenue_certificate,19,1,RDO,No proper enquiry conducted,5,0.94
979,HEALTH,"Health, Medical And Family Welfare",ANT,Anantapur,hospital_service,24,2,Mandal,GRA did not speak to citizen directly,1,0.9
980,AGRI,Agriculture And Co-operation,NLR,Nellore,crop_insurance,1,1,Tahsildar,Wrong/Blank/Not related comments,3,0.91
981,REVENUE,Revenue (CCLA),BAP,Bapatla,revenue_certificate,41,6,Tahsildar,No proper enquiry conducted,5,0.94
982,HOUSING,Housing,ANA,Anakapalli,housing_scheme,15,1,RDO,Closed without required documents,4,0.86
983,MUNI,Municipal Administration And Urban Development,STY,Sri Satya Sai,building_permission,5,1,GRA,Wrong/Blank/Not related comments,3,0.88
984,SOC_WELF,Social Welfare,PVT,Parvathipuram Manyam,scholarship_issue,5,1,Mandal,Wrong/Blank/Not related comments,3,0.91
985,REVENUE,Revenue (CCLA),CHT,Chittoor,land_records,6,1,Mandal,Premature closure,6,0.87
986,WATER,Water Resources,KRS,Krishna,flood_control,12,1,Mandal,GRA did not speak to citizen directly,1,0.89
987,MUNI,Municipal Administration And Urban Development,ARL,Alluri Sitharama Raju,road_repair,24,3,Tahsildar,Not visited site / No field verification,2,0.89
988,SOC_WELF,Social Welfare,KRS,Krishna,scholarship_issue,6,1,Tahsildar,GRA did not speak to citizen directly,1,0.93
989,MUNI,Municipal Administration And Urban Development,KNR,Konaseema,water_supply,15,1,Mandal,Closed without required documents,4,0.89
990,MUNI,Municipal Administration And Urban Development,NLR,Nellore,drainage_issue,11,1,RDO,Wrong/Blank/Not related comments,3,0.92
991,REVENUE,Revenue (CCLA),PVT,Parvathipuram Manyam,encroachment,25,2,Tahsildar,Beneficiary not contacted,13,0.85
992,REVENUE,Revenue (CCLA),PKM,Prakasam,land_records,59,8,HOD,Inordinate delay,9,0.94
993,REVENUE,Revenue (CCLA),NAG,Sri Potti Sriramulu Nellore,tax_assessment,13,1,Mandal,GRA did not speak to citizen directly,1,0.92
994,SOC_WELF,Social Welfare,TPT,Tirupati,pension_not_received,17,2,Mandal,GRA did not speak to citizen directly,1,0.89
995,WATER,Water Resources,GNT,Guntur,bore_well,16,2,Collector,GRA did not speak to citizen directly,1,0.85
996,ENERGY,Energy,PKM,Prakasam,billing_dispute,1,1,Tahsildar,GRA did not speak to citizen directly,1,0.93
997,MUNI,Municipal Administration And Urban Development,NLR,Nellore,road_repair,15,1,Mandal,GRA did not speak to citizen directly,1,0.95
998,WOMEN,"Women, Children, Disabled And Senior Citizens",ELR,Eluru,daycare_center,27,2,Tahsildar,Inordinate delay,9,0.87
999,SOC_WELF,Social Welfare,BAP,Bapatla,scholarship_issue,20,2,Tahsildar,GRA did not speak to citizen directly,1,0.86
1000,REVENUE,Revenue (CCLA),BAP,Bapatla,property_dispute,8,1,Tahsildar,GRA did not speak to citizen directly,1,0.88
